male_xa_fc	female_xa_fc
5.280540818751493	3.3465634318307256
7.014888510891609	7.653733765053386
3.294675669261457	2.1533827903669653
2.0696625187047974	2.203846465071484
7.254539449863075	1.8079686059181226
1.934264036172708	2.139512834242731
2.4763902089220102	2.1533827903669653
2.379144764492431	2.4342160076979615
3.251608013454118	1.7954827112354568
2.7778637995733853	2.8568211685535077
3.572628804707679	2.1035033908458103
23.86876045546581	8.387398347890967
3.2085403576467786	2.7009481409085256
9.94862849149538	2.490111574453416
4.597555981797483	4.524027824972447
43.88993223362632	29.455644470621476
7.232691601954212	2.874833954697657
43.88218212919654	30.639583170403906
2.325653413596323	1.9626433296753512
2.165438093001946	4.079533359375336
27.453628460302422	8.2208833809043
5.945076259798337	6.377085381242048
16.23680652309829	5.408143038436779
14.775870367216086	8.35284262195838
21.467461898745064	13.50779969650639
9.267687157390629	3.723516938032958
9.887174361398806	17.10336199881049
21.62311742847316	4.154107906712679
2.774398939749335	2.01819314271047
24.827382219199354	11.038449485076368
4.330865651484029	2.9377931601429785
29.07981110922451	9.67147451889079
7.832399065662351	3.889787621729971
5.168118696880717	1.9017242917819337
2.084852294282256	1.9673893646120673
15.007427479326532	2.6065782745930526
9.479655829398771	4.509049034262889
3.0117452477977107	3.009363720169565
60.22594078769906	2.4933858573010097
6.976896916867136	3.6219093482318314
9.996214228818385	2.330091153311984
22.99708152105595	2.1374279217479573
3.8719816141264096	5.217060471971446
10.293169737954093	2.5697034631712454
4.845111278325672	2.5208588500743683
96.4093289925681	54.476800720355776
2.1826906715100645	2.480247856364407
6.677526351348246	3.206272260771288
11.96051860896602	8.035875628158418
3.4071269018693684	2.999511503843461
3.563908365433529	2.069430200057311
2.325653413596323	3.210253979930215
31.70764374234805	15.31188432253953
5.471618809832649	4.536411491296389
12.688830304707265	2.0439396081684067
115.7972552368729	62.67452589370113
3.616994173302837	1.8079686059181226
5.3619231480137435	4.1730095806530585
18.382871064027245	2.9543126696497652
2.3633768746012853	3.1873925148873044
2.433322553114671	3.062972720418277
8.97210147714996	5.222172346011228
2.4576732976982805	2.282585757788983
15.692317672844919	6.237666049561265
7.114426135140205	4.383528781260093
41.0716733847452	8.019442137501755
3.804663809138897	3.256677109014995
2.325653413596323	1.8079686059181226
136.32591835133346	27.875213976294223
7.709587254211754	5.237773302943152
7.997370318932079	5.487416778311223
4.407844484931859	11.078123963264643
48.26522874868876	21.368495731196035
9.227626648033585	4.9
6.370842009794769	4.493711982923728
5.394148269284325	8.635071106573475
14.71096207287459	7.937074125188914
4.721561203288772	2.1553378548958433
4.802904026220822	3.4018700106418915
26.386881093115893	2.981718734427156
2.1533827903669653	3.3162094971651266
8.675337126135254	3.0690322707273636
3.695093552243889	1.8079686059181226
10.564200898140525	5.561854633580282
5.569348982756073	3.4454124645871445
3.4454124645871445	3.774475143084325
12.590831479023073	2.5681108016987375
11.591730811415312	7.520651798173454
11.434513447195156	2.1556115058971845
1.8054434961560242	2.1533827903669653
3.4669462924908148	2.623152940166184
6.478885192979923	2.0697344664383737
4.947671305656115	5.483724945103084
15.1326561956733	5.428466823700727
8.051877583751441	9.688107812924748
3.3377433250687965	3.2933510692384185
114.82537230621982	34.181978792552805
24.0479257289809	9.572991414301132
9.610043866608663	4.652864938569673
5.365835683286375	2.303518847135734
4.828929254031037	2.087877072582356
2.3041195856926526	3.344921267703353
19.281950054522856	4.558064871937956
34.85634358520686	15.298382997314834
23.44899368058709	31.65545879992544
47.66840296040724	13.725017060937702
2.4763902089220102	4.048359645889894
3.2495635807701495	3.3099797429527102
10.058401111185612	1.8970206383900778
6.886074694525008	1.9294587769807146
3.8976228505642077	2.139323456549599
36.266686787839824	51.23800627046301
4.675877106260767	2.253873987250757
11.756029020195314	8.62589352231081
4.46849582569969	3.3914096100894815
8.457514078778237	9.172866715679726
3.4454124645871445	2.9375683136813167
2.325653413596323	6.696241989398387
58.70801421770028	39.06632020777453
2.1533827903669653	2.2055290994367556
2.7565085683115256	9.010556164767296
13.352572060903983	19.59438140581886
17.536855028341787	7.168195362000517
7.966343944450955	2.1533827903669653
12.025802363365848	25.566161771658997
19.858525866463662	16.197461646903417
7.255888577787355	4.659801092658426
9.245380811843443	4.481246604950408
2.1533827903669653	7.30714560197857
31.85345381205428	11.716433218835471
7.340620578506662	6.6308355692384024
10.004974813259151	8.770828316816344
5.095852208214857	1.8204987390357632
126.7772264350184	33.07029580561147
3.3087276244418	4.687108609954988
15.680491785398095	3.0535032699022397
7.197309962362776	3.708153224670512
5.297296279271427	2.25375866519744
19.109379774828962	2.482219309821
10.478559288656339	4.007168975062995
9.770435114292642	12.002707621675352
6.9793496808854	3.776105769947848
5.275787836399065	3.880354088750089
5.8626100804324945	2.7153733526488044
7.816779529032083	2.5697034631712454
6.881375230950664	3.226557122103491
66.54763273699595	68.22840659937559
2.3884999012086823	2.499807415402741
3.0147359065137516	2.1533827903669653
2.1533827903669653	2.2969416430580964
15.716526056253484	8.83893651998911
18.67074358870387	14.320429248509706
3.7499711792574124	2.4087989418658746
136.40458020675166	79.61677678580509
2.1533827903669653	2.5840593484403587
3.882658339477442	2.5266358073639057
4.479036203963288	3.6245862384853083
4.309494914974466	2.769828287006934
4.945173562997973	3.210965628957728
21.00217578250293	9.084363895896386
5.780702743702995	11.094388452079878
4.220630269119252	4.522103859770628
3.19116416425139	2.3254965894015758
2.171107406418508	2.8568211685535077
18.463161646393846	5.35328920037342
20.200205170332282	10.206352392053612
9.372409784456122	2.454856381018341
2.605593176344028	2.8568211685535077
3.4572905018519555	2.013402654133393
15.746578947319081	11.187288782380536
2.6486608321513674	1.7810359355401109
12.221777077950545	3.9915032132104953
3.260666038184705	6.50734120711663
147.77823087678556	103.79132942187672
9.98742349298456	9.686248358047623
27.86853086550911	8.953395735509572
9.25010277034589	5.5258769002267085
3.1439388739357694	2.5551394291999854
3.021505848046896	2.1533827903669653
18.85284990542151	23.61256294431067
4.219154891834677	2.0439396081684067
2.1533827903669653	24.52296621186415
3.0990843556941896	3.1476669965793462
2.325653413596323	2.253934195377926
62.08743697121504	49.863452191286264
6.969160429146447	4.351177778242949
13.189767763584287	3.6633833170959647
1.3779273376364938	2.1533827903669653
3.2551549310914436	2.357343681420896
3.7045547459234305	2.752505339000121
133.39134133441016	28.49117959317696
39.25627575307675	18.92567443695705
2.8496574968641775	3.2882488614936034
2.1533827903669653	3.2731418413577873
3.70381839943118	4.7916733556470685
3.7253522273348505	2.253873987250757
2.1533827903669653	2.249518793313521
8.144054653157047	3.579094616674926
5.681504634372954	2.8205577428129214
13.450900772844731	6.469077591441025
24.298114887692474	10.186989242193599
3.1854210048973846	3.70381839943118
2.1533827903669653	3.1582947592048827
6.007872091423136	2.089258912821079
8.249936594366307	2.604644685611163
3.0147359065137516	1.9903947244476516
2.716288544571124	2.282585757788983
9.560536949494345	2.1509289261738824
2.219519151799468	4.852289220960229
4.259055401176609	5.649463889523611
5.33266064618534	4.921623559240826
7.921336480166635	4.073780554738445
2.774398939749335	2.1865698060794805
56.256615042026425	21.31378548954242
2.325653413596323	3.3814120002046826
2.1533827903669653	9.962984376764494
12.694638709807196	7.250826417056055
2.1533827903669653	2.1533827903669653
8.974788056818921	2.354365184134549
40.12804853237628	14.384370438936061
56.436978369575385	24.440262769603954
3.0147359065137516	5.665265595411595
6.697616684577851	6.704198420675819
1.8	4.1919184985810265
4.015822675028066	11.895812253710607
10.809981607642166	2.0394791373849976
15.985811725705513	7.751030844958116
2.1533827903669653	3.14393887393577
3.2085403576467786	3.646394858354728
11.087462576414907	12.479988472674833
2.1533827903669653	4.7948656798837765
2.219519151799468	3.172650644473996
3.411483140728812	2.2274337512908162
4.069893473793564	3.5146811152042363
1.9342732899933863	3.962261961430778
5.203170257304584	2.5687892963326395
7.71188560088868	2.4113824984286425
5.092362964804895	4.697142976540605
11.613564414242928	4.4543784496806325
15.282188762466706	13.298840226868979
7.248276606465511	3.949973996830896
3.0147359065137516	2.0439396081684067
2.7079696506417914	1.9472659561905212
9.634168127499546	2.385462205334238
145.49277422005284	65.3340140434692
4.29719255954741	3.257772708097054
6.64917493930591	3.031487607588201
9.095030057356158	1.9924370006600276
2.756329971669716	2.5840593484403587
13.858014559504298	11.585199412174275
42.60156077986112	10.099328090169656
149.60685369393838	21.77624000771923
40.936238967156676	39.88678913910122
9.241912926776381	8.917107342599058
19.934461192441606	6.166456241760811
10.331318296060157	1.934264036172708
4.053151058129631	6.868708297141784
19.802715053057355	4.207802086305812
34.68786706793703	15.15097185707385
2.8209314553807245	3.4454124645871445
6.1242287707059395	4.309938897944708
17.496553536176584	13.004626319054411
3.206547567856336	2.1533827903669653
4.309432647705629	3.254718946183898
10.4360290893492	4.9833167515547085
4.586705343481636	2.7499072677459098
9.250707864637524	11.487447780437929
35.12184127608226	10.034055718411427
2.8639991111880643	3.7325301699694062
4.891162575261791	3.337404773502831
9.408676358283019	4.377777777777777
7.603382772789247	2.9003951489188156
3.537849296012928	2.024361673375834
9.459522344030905	4.154306251497681
3.10087121812843	2.969487713358747
4.647139651059745	2.0827516643405017
2.8209314553807245	2.370875080603283
16.9716467395532	7.518308970610027
15.138281016279766	9.432591010405615
3.2651632809581446	1.9617719815572194
5.5557275991467705	2.1533827903669653
3.0147359065137516	2.019725854266362
41.89751492236805	6.715621917969827
5.060449557362369	2.139323456549599
12.901651432698669	6.67867537477474
2.8391838910715586	3.4310565793180317
2.734796143766046	2.9860241359755255
6.6395675973167805	3.1238085675902316
8.98544643779573	2.9122163420604164
5.103517213169708	2.6271270042476975
7.768123011297664	3.0163450145404114
14.92017559301636	8.970954659034689
25.27625835491544	7.554029775763477
6.5505496779842876	8.033508088133745
2.3041195856926526	2.1533827903669653
6.2285152917149045	5.516047297196778
3.0210121788381645	2.2874228636250065
3.158690565274727	3.1506158571344005
4.156028785408243	4.261007827231808
5.772417558444845	4.656696641403489
10.175075581626285	2.1533827903669653
2.1533827903669653	18.812962027296056
2.1533827903669653	25.963587152921065
